EmployeeID,Department,JobRole,Age,MonthlyIncome,YearsAtCompany,OverTime,Attrition,AttritionProbability,RiskLevel,ModelVersion,EngagementScore,PerformanceRating,SkillGapCount,SkillGapScore,SkillGaps,TopMissingSkill,Recommendation,CourseTitle,Provider,DurationHours,Priority,EngagementBand
1515,Research & Development,Healthcare Representative,33,6388,0,Yes,No,0.2156,LOW,v1,66.7,3,9,33.76,"Microsoft Excel, Microsoft Office, Salesforce, Google Workspace, Microsoft Azure",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,6.75,Moderate
1516,Research & Development,Manager,32,11244,5,No,No,0.1522,LOW,v1,78.3,4,10,36.5,"Microsoft Office, Monitoring, Critical Thinking, Active Learning, Atlassian JIRA",Microsoft Office,Learn Microsoft Office,Productivity Suite Fundamentals,Microsoft Learn,10,6.75,High
1520,Research & Development,Manager,54,16032,14,No,No,0.034,LOW,v1,63.3,4,8,28.38,"Speaking, Critical Thinking, Atlassian JIRA, Atlassian Confluence, Google Analytics",Speaking,Learn Speaking,Listening and Influence at Work,LinkedIn Learning,6,6.0,Moderate
1522,Research & Development,Research Scientist,29,2362,9,No,Yes,0.831,HIGH,v1,15.0,3,10,38.37,"R, Writing, Speaking, Critical Thinking, Reading Comprehension",R,Learn R,Statistical Programming in R,Coursera,24,9.45,Low
1523,Research & Development,Research Director,44,16328,20,No,No,0.3472,LOW,v1,58.3,3,8,29.88,"Microsoft Office, Active Listening, Writing, IBM SPSS Statistics, Microsoft SharePoint",Microsoft Office,Learn Microsoft Office,Productivity Suite Fundamentals,Microsoft Learn,10,6.75,Moderate
1525,Research & Development,Manufacturing Director,39,8376,2,No,No,0.1364,LOW,v1,53.3,3,7,27.26,"Microsoft Office, Microsoft Outlook, Monitoring, Reading Comprehension, Adobe After Effects",Microsoft Office,Learn Microsoft Office,Productivity Suite Fundamentals,Microsoft Learn,10,6.75,Moderate
1527,Sales,Manager,46,16606,13,No,No,0.1896,LOW,v1,65.0,3,8,28.62,"Active Listening, Active Learning, Apple macOS, Atlassian JIRA, Google Analytics",Active Listening,Learn Active Listening,Running Effective Remote Meetings,LinkedIn Learning,6,6.0,Moderate
1529,Research & Development,Healthcare Representative,35,8606,11,No,No,0.1613,LOW,v1,48.3,3,10,39.25,"Microsoft Office, Salesforce, Microsoft Outlook, Speaking, Active Listening",Microsoft Office,Learn Microsoft Office,Productivity Suite Fundamentals,Microsoft Learn,10,6.75,Moderate
1533,Research & Development,Laboratory Technician,23,2272,4,No,No,0.8373,HIGH,v1,50.0,3,9,32.24,"Microsoft Excel, Microsoft Office, Active Listening, Microsoft Word, Microsoft PowerPoint",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,9.45,Moderate
1534,Research & Development,Laboratory Technician,40,2018,5,No,Yes,0.6933,HIGH,v1,40.0,3,10,34.24,"Microsoft Excel, Active Listening, SAP, Microsoft Word, MEDITECH",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,9.45,Moderate
1535,Sales,Sales Executive,34,7083,10,Yes,No,0.736,HIGH,v1,68.3,3,10,36.0,"Microsoft PowerPoint, Microsoft Excel, Salesforce, Adobe InDesign, Critical Thinking",Microsoft PowerPoint,Learn Microsoft PowerPoint,Presenting Data to Decision Makers,LinkedIn Learning,10,9.45,Moderate
1537,Research & Development,Research Scientist,31,4084,7,No,Yes,0.4192,MEDIUM,v1,56.7,3,12,47.73,"Microsoft Excel, R, Microsoft Office, Writing, Science",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,7.762,Moderate
1539,Research & Development,Research Director,50,14411,32,Yes,No,0.4744,MEDIUM,v1,63.3,3,4,15.88,"Microsoft Excel, Critical Thinking, Speaking, Active Learning",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,7.762,Moderate
1541,Sales,Sales Representative,34,2308,11,Yes,No,0.3907,MEDIUM,v1,56.7,4,14,50.64,"Microsoft Excel, Salesforce, Speaking, Active Listening, Reading Comprehension",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,7.762,Moderate
1542,Research & Development,Laboratory Technician,42,4841,1,No,No,0.5106,MEDIUM,v1,45.0,3,13,43.62,"Microsoft Office, Reading Comprehension, Active Listening, Microsoft PowerPoint, Microsoft Word",Microsoft Office,Learn Microsoft Office,Productivity Suite Fundamentals,Microsoft Learn,10,7.762,Moderate
1543,Research & Development,Research Scientist,37,4285,10,No,No,0.188,LOW,v1,56.7,3,10,38.24,"Microsoft Excel, Science, Active Learning, Critical Thinking, Active Listening",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,6.75,Moderate
1544,Research & Development,Healthcare Representative,29,9715,7,No,No,0.0867,LOW,v1,30.0,3,12,43.88,"Microsoft Excel, Salesforce, Speaking, Reading Comprehension, Linux",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,6.75,Low
1545,Research & Development,Manufacturing Director,33,4320,5,No,No,0.4661,MEDIUM,v1,58.3,3,10,38.88,"Microsoft PowerPoint, Microsoft Office, Microsoft Outlook, Monitoring, Reading Comprehension",Microsoft PowerPoint,Learn Microsoft PowerPoint,Presenting Data to Decision Makers,LinkedIn Learning,10,7.762,Moderate
1546,Research & Development,Research Scientist,45,2132,5,No,No,0.0837,LOW,v1,86.7,4,10,38.11,"Microsoft Office, Writing, Science, Active Learning, Mathematics",Microsoft Office,Learn Microsoft Office,Productivity Suite Fundamentals,Microsoft Learn,10,6.75,High
1547,Research & Development,Healthcare Representative,42,10124,20,Yes,No,0.5369,MEDIUM,v1,73.3,3,12,45.51,"Microsoft Office, Salesforce, Microsoft Outlook, Speaking, Active Listening",Microsoft Office,Learn Microsoft Office,Productivity Suite Fundamentals,Microsoft Learn,10,7.762,High
1548,Sales,Sales Executive,40,5473,8,No,No,0.3249,LOW,v1,41.7,3,9,33.24,"Microsoft Excel, Microsoft Office, Active Listening, Adobe Creative Cloud, Adobe Acrobat",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,6.75,Moderate
1549,Research & Development,Laboratory Technician,33,5207,15,Yes,No,0.7678,HIGH,v1,56.7,3,11,38.62,"Microsoft Excel, Microsoft Office, SAP, Microsoft Word, MEDITECH",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,9.45,Moderate
1550,Human Resources,Manager,40,16437,21,Yes,No,0.2958,LOW,v1,80.0,4,10,37.0,"Microsoft Office, Monitoring, Reading Comprehension, Active Listening, Apple macOS",Microsoft Office,Learn Microsoft Office,Productivity Suite Fundamentals,Microsoft Learn,10,6.75,High
1551,Research & Development,Laboratory Technician,24,2296,1,No,No,0.8571,HIGH,v1,35.0,3,13,42.12,"Reading Comprehension, SAP, Microsoft Word, MEDITECH, Google Docs",Reading Comprehension,Learn Reading Comprehension,Business Writing for Clarity,LinkedIn Learning,8,7.875,Low
1552,Research & Development,Healthcare Representative,40,4069,2,Yes,No,0.0267,LOW,v1,83.4,3,12,43.63,"Microsoft Excel, Salesforce, Reading Comprehension, Google Workspace, Linux",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,6.75,High
1553,Research & Development,Healthcare Representative,45,7441,10,No,No,0.2115,LOW,v1,36.7,3,15,54.88,"Microsoft Office, Microsoft Outlook, Speaking, Active Listening, Reading Comprehension",Microsoft Office,Learn Microsoft Office,Productivity Suite Fundamentals,Microsoft Learn,10,6.75,Low
1554,Sales,Sales Representative,35,2430,5,No,No,0.4559,MEDIUM,v1,45.0,4,10,34.76,"Active Listening, Microsoft Project, IBM SPSS Statistics, Microsoft PowerPoint, Apple macOS",Active Listening,Learn Active Listening,Running Effective Remote Meetings,LinkedIn Learning,6,6.693,Moderate
1555,Research & Development,Research Scientist,32,5878,7,No,No,0.1574,LOW,v1,48.3,3,9,34.99,"Microsoft Office, Writing, Speaking, Active Learning, Critical Thinking",Microsoft Office,Learn Microsoft Office,Productivity Suite Fundamentals,Microsoft Learn,10,6.75,Moderate
1556,Sales,Sales Representative,36,2644,3,Yes,No,0.7392,HIGH,v1,75.0,4,10,34.74,"Microsoft Office, Reading Comprehension, IBM SPSS Statistics, Apple macOS, Microsoft Word",Microsoft Office,Learn Microsoft Office,Productivity Suite Fundamentals,Microsoft Learn,10,9.45,High
1557,Sales,Sales Executive,48,6439,8,No,No,0.1807,LOW,v1,66.7,3,12,44.75,"Microsoft PowerPoint, Microsoft Excel, Microsoft Office, Microsoft Outlook, Speaking",Microsoft PowerPoint,Learn Microsoft PowerPoint,Presenting Data to Decision Makers,LinkedIn Learning,10,6.75,Moderate
1558,Research & Development,Research Scientist,29,2451,1,No,No,0.3203,LOW,v1,63.3,3,11,43.11,"Microsoft Office, Writing, Speaking, Active Learning, Critical Thinking",Microsoft Office,Learn Microsoft Office,Productivity Suite Fundamentals,Microsoft Learn,10,6.75,Moderate
1560,Sales,Sales Executive,33,6392,2,No,No,0.3565,MEDIUM,v1,26.7,3,6,19.5,"Speaking, Adobe InDesign, Reading Comprehension, Writing, Active Learning",Speaking,Learn Speaking,Listening and Influence at Work,LinkedIn Learning,6,6.9,Low
1562,Sales,Sales Executive,30,9714,10,No,Yes,0.3303,LOW,v1,35.0,3,5,18.38,"Salesforce, Adobe InDesign, Adobe Acrobat, Adobe Photoshop, Reading Comprehension",Salesforce,Learn Salesforce,Managing the Customer Pipeline,Trailhead,16,6.75,Low
1563,Human Resources,Human Resources,38,6077,6,No,No,0.6696,HIGH,v1,66.7,3,10,37.87,"Microsoft Excel, Workday, Speaking, Applicant Tracking System (ATS), Active Listening",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,9.45,Moderate
1564,Research & Development,Laboratory Technician,35,2450,3,No,No,0.5449,MEDIUM,v1,41.7,3,17,58.62,"Microsoft Excel, Microsoft Office, Reading Comprehension, Active Listening, SAP",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,7.762,Moderate
1568,Sales,Sales Executive,30,9250,4,No,No,0.7198,HIGH,v1,53.3,3,13,47.38,"Microsoft Office, Salesforce, Microsoft Outlook, Speaking, Adobe Creative Cloud",Microsoft Office,Learn Microsoft Office,Productivity Suite Fundamentals,Microsoft Learn,10,9.45,Moderate
1569,Research & Development,Laboratory Technician,35,2074,1,Yes,Yes,0.9283,HIGH,v1,36.7,3,13,45.62,"Microsoft Excel, Microsoft Office, Active Listening, SAP, Microsoft PowerPoint",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,9.45,Low
1572,Research & Development,Manufacturing Director,53,10169,33,No,Yes,0.0001,LOW,v1,65.0,3,6,22.38,"Microsoft PowerPoint, Monitoring, Adobe InDesign, Adobe Acrobat, Autodesk AutoCAD",Microsoft PowerPoint,Learn Microsoft PowerPoint,Presenting Data to Decision Makers,LinkedIn Learning,10,6.75,Moderate
1573,Research & Development,Manufacturing Director,38,4855,5,No,Yes,0.1754,LOW,v1,50.0,3,13,49.51,"Microsoft Excel, Microsoft Office, Critical Thinking, Speaking, Reading Comprehension",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,6.75,Moderate
1574,Research & Development,Research Scientist,32,4087,6,No,No,0.1452,LOW,v1,45.0,3,9,35.74,"R, Microsoft Office, Science, Active Learning, Critical Thinking",R,Learn R,Statistical Programming in R,Coursera,24,6.75,Moderate
1576,Research & Development,Research Scientist,48,2367,8,No,No,0.2283,LOW,v1,45.0,3,11,43.11,"R, Microsoft Office, Writing, Science, Active Learning",R,Learn R,Statistical Programming in R,Coursera,24,6.75,Moderate
1577,Research & Development,Research Scientist,34,2972,1,No,No,0.7043,HIGH,v1,53.3,3,13,49.99,"Microsoft Excel, Microsoft Office, Writing, Speaking, Critical Thinking",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,9.45,Moderate
1578,Sales,Manager,55,19586,36,No,No,0.0218,LOW,v1,68.3,4,8,28.88,"Microsoft PowerPoint, Critical Thinking, Apple macOS, Google Analytics, Atlassian Confluence",Microsoft PowerPoint,Learn Microsoft PowerPoint,Presenting Data to Decision Makers,LinkedIn Learning,10,6.75,Moderate
1580,Research & Development,Research Scientist,34,5484,2,No,No,0.214,LOW,v1,61.7,3,10,38.24,"R, Speaking, Critical Thinking, Reading Comprehension, Active Listening",R,Learn R,Statistical Programming in R,Coursera,24,6.75,Moderate
1581,Research & Development,Research Scientist,26,2061,1,No,No,0.3569,MEDIUM,v1,56.7,4,14,54.73,"R, Microsoft Office, Writing, Science, Speaking",R,Learn R,Statistical Programming in R,Coursera,24,7.762,Moderate
1582,Sales,Sales Executive,38,9924,9,No,No,0.0701,LOW,v1,60.0,3,12,47.12,"Microsoft PowerPoint, Microsoft Excel, Microsoft Office, Salesforce, Microsoft Outlook",Microsoft PowerPoint,Learn Microsoft PowerPoint,Presenting Data to Decision Makers,LinkedIn Learning,10,6.75,Moderate
1583,Sales,Sales Executive,38,4198,3,No,No,0.4529,MEDIUM,v1,51.7,3,8,28.12,"Microsoft PowerPoint, Microsoft Outlook, Critical Thinking, Adobe Acrobat, Adobe Photoshop",Microsoft PowerPoint,Learn Microsoft PowerPoint,Presenting Data to Decision Makers,LinkedIn Learning,10,7.762,Moderate
1585,Sales,Sales Executive,36,6815,1,No,No,0.4473,MEDIUM,v1,53.4,3,3,10.12,"Adobe InDesign, Adobe Illustrator, Monitoring",Adobe InDesign,Learn Adobe InDesign,Layout and Publication Design,Adobe,14,6.037,Moderate
1586,Research & Development,Laboratory Technician,29,4723,10,Yes,No,0.5783,MEDIUM,v1,43.3,3,16,54.24,"Microsoft Excel, Reading Comprehension, Active Listening, SAP, Microsoft PowerPoint",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,7.762,Moderate
1587,Research & Development,Healthcare Representative,35,6142,5,Yes,No,0.487,MEDIUM,v1,53.4,3,12,43.13,"Microsoft Excel, Salesforce, Reading Comprehension, Google Workspace, Linux",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,7.762,Moderate
1588,Sales,Sales Executive,39,8237,7,No,No,0.1702,LOW,v1,75.0,3,7,24.25,"Microsoft PowerPoint, Adobe InDesign, Critical Thinking, Adobe Acrobat, Adobe Illustrator",Microsoft PowerPoint,Learn Microsoft PowerPoint,Presenting Data to Decision Makers,LinkedIn Learning,10,6.75,High
1590,Research & Development,Healthcare Representative,29,8853,6,No,No,0.0573,LOW,v1,71.7,3,16,60.38,"Microsoft Excel, Salesforce, Microsoft Outlook, Microsoft Office, Speaking",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,6.75,High
1591,Sales,Manager,50,19331,1,Yes,No,0.3287,LOW,v1,66.7,3,6,22.88,"Reading Comprehension, Speaking, Active Listening, Critical Thinking, Adobe Photoshop",Reading Comprehension,Learn Reading Comprehension,Business Writing for Clarity,LinkedIn Learning,8,6.0,Moderate
1592,Research & Development,Research Scientist,23,2073,2,No,No,0.0855,LOW,v1,85.0,3,15,57.36,"R, Microsoft Office, Science, Speaking, Critical Thinking",R,Learn R,Statistical Programming in R,Coursera,24,6.75,High
1594,Research & Development,Laboratory Technician,36,5562,3,Yes,No,0.8441,HIGH,v1,45.0,3,11,37.37,"Microsoft Office, Reading Comprehension, Microsoft Word, MEDITECH, Google Docs",Microsoft Office,Learn Microsoft Office,Productivity Suite Fundamentals,Microsoft Learn,10,9.45,Moderate
1595,Research & Development,Manager,42,19613,1,No,No,0.0304,LOW,v1,78.3,4,8,29.0,"Microsoft Office, Critical Thinking, Active Learning, Apple macOS, Google Analytics",Microsoft Office,Learn Microsoft Office,Productivity Suite Fundamentals,Microsoft Learn,10,6.75,High
1596,Research & Development,Laboratory Technician,35,3407,10,No,No,0.3078,LOW,v1,66.7,3,9,31.0,"Microsoft Excel, Reading Comprehension, SAP, MEDITECH, Microsoft Outlook",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,6.75,Moderate
1597,Research & Development,Healthcare Representative,34,5063,8,No,No,0.4196,MEDIUM,v1,56.7,3,12,44.26,"Microsoft Excel, Microsoft Office, Speaking, Reading Comprehension, Microsoft Azure",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,7.762,Moderate
1598,Sales,Sales Executive,40,4639,5,No,No,0.27,LOW,v1,53.4,3,15,55.5,"Microsoft PowerPoint, Salesforce, Microsoft Outlook, Microsoft Office, Active Listening",Microsoft PowerPoint,Learn Microsoft PowerPoint,Presenting Data to Decision Makers,LinkedIn Learning,10,6.75,Moderate
1599,Research & Development,Laboratory Technician,43,4876,6,No,No,0.3977,MEDIUM,v1,71.7,3,13,43.87,"Microsoft Excel, Reading Comprehension, SAP, Microsoft Word, MEDITECH",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,7.762,High
1601,Research & Development,Laboratory Technician,35,2690,1,No,No,0.1477,LOW,v1,66.7,3,13,43.49,"Microsoft Office, Active Listening, SAP, Microsoft PowerPoint, Google Docs",Microsoft Office,Learn Microsoft Office,Productivity Suite Fundamentals,Microsoft Learn,10,6.75,Moderate
1602,Sales,Manager,46,17567,26,No,No,0.0585,LOW,v1,48.3,3,6,22.5,"Microsoft PowerPoint, Active Listening, Atlassian JIRA, Adobe Acrobat, Adobe Photoshop",Microsoft PowerPoint,Learn Microsoft PowerPoint,Presenting Data to Decision Makers,LinkedIn Learning,10,6.75,Moderate
1604,Research & Development,Laboratory Technician,28,2408,1,Yes,Yes,0.9205,HIGH,v1,56.7,3,14,49.12,"Microsoft Excel, Microsoft Office, Reading Comprehension, Active Listening, SAP",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,9.45,Moderate
1605,Research & Development,Research Scientist,22,2814,4,Yes,No,0.5727,MEDIUM,v1,43.3,3,10,39.36,"Microsoft Excel, Microsoft Office, Science, Active Learning, Critical Thinking",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,7.762,Moderate
1606,Research & Development,Healthcare Representative,50,11245,30,Yes,No,0.5762,MEDIUM,v1,60.0,3,3,10.38,"Microsoft Azure, Linux, Critical Thinking",Microsoft Azure,Learn Critical Thinking,Structured Problem Solving,Coursera,12,5.83,Moderate
1607,Research & Development,Research Scientist,32,3312,3,No,No,0.0159,LOW,v1,81.7,3,13,51.61,"Microsoft Excel, R, Microsoft Office, Writing, Science",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,6.75,High
1608,Research & Development,Research Director,44,19049,22,Yes,No,0.0021,LOW,v1,68.3,3,8,29.62,"Science, Monitoring, Critical Thinking, IBM SPSS Statistics, Active Learning",Science,Learn Science,Scientific Method in Practice,edX,14,6.18,Moderate
1609,Research & Development,Research Scientist,30,2141,6,No,No,0.5319,MEDIUM,v1,33.3,3,9,34.87,"Microsoft Excel, R, Writing, Speaking, ESRI ArcGIS",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,7.762,Low
1611,Research & Development,Laboratory Technician,45,5769,10,Yes,No,0.8959,HIGH,v1,23.3,3,9,31.12,"Microsoft Excel, Microsoft Office, Microsoft PowerPoint, MEDITECH, Speaking",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,9.45,Low
1612,Sales,Sales Executive,45,4385,10,No,No,0.6558,HIGH,v1,18.3,3,11,38.5,"Microsoft Office, Microsoft Outlook, Adobe Creative Cloud, Critical Thinking, Adobe Acrobat",Microsoft Office,Learn Microsoft Office,Productivity Suite Fundamentals,Microsoft Learn,10,9.45,Low
1613,Sales,Sales Executive,31,5332,5,No,No,0.5619,MEDIUM,v1,56.7,3,13,48.37,"Microsoft PowerPoint, Microsoft Excel, Microsoft Office, Salesforce, Adobe InDesign",Microsoft PowerPoint,Learn Microsoft PowerPoint,Presenting Data to Decision Makers,LinkedIn Learning,10,7.762,Moderate
1614,Research & Development,Manufacturing Director,36,4663,3,Yes,No,0.6859,HIGH,v1,63.4,3,11,43.76,"SAP, Microsoft PowerPoint, Microsoft Excel, Microsoft Office, Monitoring",SAP,Learn SAP,Enterprise Resource Planning Essentials,SAP,24,9.45,Moderate
1615,Research & Development,Manufacturing Director,34,4724,9,No,No,0.2192,LOW,v1,78.3,3,11,43.38,"SAP, Microsoft PowerPoint, Microsoft Outlook, Monitoring, Speaking",SAP,Learn SAP,Enterprise Resource Planning Essentials,SAP,24,6.75,High
1617,Research & Development,Laboratory Technician,49,3211,9,No,No,0.1949,LOW,v1,45.0,3,9,30.87,"Microsoft Office, Reading Comprehension, Microsoft Word, Google Docs, Microsoft Outlook",Microsoft Office,Learn Microsoft Office,Productivity Suite Fundamentals,Microsoft Learn,10,6.75,Moderate
1618,Research & Development,Manufacturing Director,39,5377,7,No,No,0.1034,LOW,v1,43.3,3,9,35.13,"SAP, Microsoft Office, Monitoring, Speaking, Reading Comprehension",SAP,Learn SAP,Enterprise Resource Planning Essentials,SAP,24,6.75,Moderate
1619,Research & Development,Laboratory Technician,27,4066,7,No,No,0.1395,LOW,v1,38.3,3,12,40.99,"Microsoft Excel, Microsoft Office, Active Listening, SAP, MEDITECH",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,6.75,Low
1621,Research & Development,Research Scientist,35,5208,16,No,No,0.0484,LOW,v1,51.7,3,7,27.37,"Microsoft Office, Writing, Speaking, Reading Comprehension, MATLAB",Microsoft Office,Learn Microsoft Office,Productivity Suite Fundamentals,Microsoft Learn,10,6.75,Moderate
1622,Research & Development,Manufacturing Director,28,4877,5,No,No,0.5669,MEDIUM,v1,15.0,4,11,43.76,"SAP, Microsoft PowerPoint, Microsoft Excel, Microsoft Office, Speaking",SAP,Learn SAP,Enterprise Resource Planning Essentials,SAP,24,7.762,Low
1623,Research & Development,Research Scientist,21,3117,2,No,No,0.1514,LOW,v1,76.7,3,13,50.61,"R, Microsoft Office, Writing, Speaking, Active Learning",R,Learn R,Statistical Programming in R,Coursera,24,6.75,High
1624,Sales,Sales Representative,18,1569,0,Yes,Yes,0.9838,HIGH,v1,75.0,3,12,43.76,"Microsoft Excel, Microsoft Office, Speaking, Active Listening, Reading Comprehension",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,9.45,High
1625,Human Resources,Manager,47,19658,5,No,No,0.0612,LOW,v1,73.4,3,5,17.88,"Reading Comprehension, Critical Thinking, Google Analytics, Adobe Photoshop, Learning Strategies",Reading Comprehension,Learn Reading Comprehension,Business Writing for Clarity,LinkedIn Learning,8,6.0,High
1627,Research & Development,Laboratory Technician,39,3069,10,No,No,0.0278,LOW,v1,61.7,3,9,30.99,"Microsoft Excel, Reading Comprehension, Active Listening, Google Docs, Microsoft Outlook",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,6.75,Moderate
1628,Research & Development,Manufacturing Director,40,10435,18,No,No,0.2116,LOW,v1,48.3,3,11,42.51,"SAP, Microsoft PowerPoint, Microsoft Excel, Reading Comprehension, Active Listening",SAP,Learn SAP,Enterprise Resource Planning Essentials,SAP,24,6.75,Moderate
1630,Research & Development,Healthcare Representative,35,4148,14,No,No,0.0029,LOW,v1,70.0,3,11,40.13,"Microsoft Excel, Salesforce, Speaking, Google Workspace, Microsoft Azure",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,6.75,High
1631,Research & Development,Manufacturing Director,37,5768,4,No,No,0.1619,LOW,v1,55.0,3,9,34.25,"SAP, Microsoft Outlook, Monitoring, Learning Strategies, Active Learning",SAP,Learn SAP,Enterprise Resource Planning Essentials,SAP,24,6.75,Moderate
1633,Research & Development,Manufacturing Director,39,5042,9,No,No,0.2077,LOW,v1,46.7,3,11,41.01,"Microsoft Office, Monitoring, Critical Thinking, Active Listening, Learning Strategies",Microsoft Office,Learn Microsoft Office,Productivity Suite Fundamentals,Microsoft Learn,10,6.75,Moderate
1635,Research & Development,Manufacturing Director,45,5770,10,No,No,0.0044,LOW,v1,68.3,3,8,32.0,"SAP, Microsoft PowerPoint, Microsoft Outlook, Speaking, Reading Comprehension",SAP,Learn SAP,Enterprise Resource Planning Essentials,SAP,24,6.75,Moderate
1638,Research & Development,Manufacturing Director,38,7756,5,Yes,No,0.1207,LOW,v1,73.3,3,13,49.13,"SAP, Microsoft Office, Monitoring, Critical Thinking, Active Listening",SAP,Learn SAP,Enterprise Resource Planning Essentials,SAP,24,6.75,High
1639,Sales,Sales Executive,35,10306,13,No,Yes,0.7457,HIGH,v1,45.0,3,7,23.38,"Active Listening, Adobe Creative Cloud, Adobe InDesign, Adobe Acrobat, Reading Comprehension",Active Listening,Learn Active Listening,Running Effective Remote Meetings,LinkedIn Learning,6,8.4,Moderate
1640,Research & Development,Research Scientist,37,3936,8,No,No,0.2923,LOW,v1,33.3,3,10,37.49,"Writing, Speaking, Critical Thinking, Active Listening, Mathematics",Writing,Learn Writing,Business Writing for Clarity,LinkedIn Learning,8,6.375,Low
1641,Research & Development,Manufacturing Director,40,7945,4,Yes,No,0.5692,MEDIUM,v1,75.0,3,10,38.14,"Microsoft PowerPoint, Microsoft Excel, Monitoring, Reading Comprehension, Active Listening",Microsoft PowerPoint,Learn Microsoft PowerPoint,Presenting Data to Decision Makers,LinkedIn Learning,10,7.762,High
1642,Human Resources,Human Resources,44,5743,10,Yes,No,0.872,HIGH,v1,63.4,3,6,23.12,"Workday, Speaking, Applicant Tracking System (ATS), Adobe Acrobat, Cisco Webex",Workday,Learn Speaking,Listening and Influence at Work,LinkedIn Learning,6,8.652,Moderate
1644,Research & Development,Manager,48,15202,2,No,No,0.0224,LOW,v1,65.0,4,8,29.5,"Microsoft Excel, Speaking, Critical Thinking, Active Learning, Apple macOS",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,6.75,Moderate
1645,Sales,Sales Executive,35,5440,2,Yes,Yes,0.8677,HIGH,v1,45.0,3,9,31.87,"Microsoft Office, Speaking, Active Listening, Adobe Creative Cloud, Critical Thinking",Microsoft Office,Learn Microsoft Office,Productivity Suite Fundamentals,Microsoft Learn,10,9.45,Moderate
1646,Research & Development,Research Scientist,24,3760,6,Yes,No,0.8613,HIGH,v1,63.4,3,13,51.37,"Microsoft Excel, R, Microsoft Office, Writing, Active Learning",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,9.45,Moderate
1647,Research & Development,Research Scientist,27,3517,3,No,No,0.2845,LOW,v1,61.7,3,13,48.86,"Microsoft Excel, Science, Active Learning, Critical Thinking, Reading Comprehension",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,6.75,Moderate
1648,Research & Development,Research Scientist,27,2580,4,No,No,0.3788,MEDIUM,v1,78.3,3,11,44.11,"Microsoft Excel, R, Microsoft Office, Writing, Science",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,7.762,High
